flex1,flex2,flex3,flex4,flex5,gyroRotX,gyroRotY,gyroRotZ,gyroAccX,gyroAccY,gyroAccZ,Phrase
142,127,171,161,136,-9.00,-0.79,-3.54,-0.08,-0.03,0.02,scissors
143,127,172,162,137,-9.01,-0.83,-3.63,-0.11,-0.02,0.02,scissors
143,128,171,162,137,-9.04,-0.84,-3.63,-0.10,0.00,0.00,scissors
142,127,171,161,137,-9.10,-0.82,-3.67,-0.10,-0.01,0.01,scissors
141,128,172,162,136,-8.98,-0.86,-3.65,-0.11,-0.03,0.02,scissors
142,127,171,162,137,-8.94,-0.82,-3.61,-0.09,-0.01,0.03,scissors
142,127,172,162,137,-9.00,-0.79,-3.67,-0.10,0.00,0.02,scissors
142,128,171,162,137,-8.98,-0.78,-3.55,-0.09,-0.01,0.03,scissors
141,127,171,161,136,-8.91,-0.80,-3.75,-0.11,-0.03,0.01,scissors
142,128,172,162,137,-9.02,-0.83,-3.65,-0.11,-0.01,0.01,scissors
143,127,172,162,137,-9.01,-0.81,-3.66,-0.11,-0.01,0.03,scissors
142,127,171,162,136,-8.97,-0.78,-3.73,-0.11,-0.03,0.03,scissors
142,128,172,161,137,-9.01,-0.77,-3.71,-0.09,-0.01,0.03,scissors
142,127,171,161,136,-8.96,-0.73,-3.63,-0.11,-0.00,0.02,scissors
143,127,172,162,136,-9.04,-0.82,-3.73,-0.12,-0.01,0.00,scissors
142,128,172,162,137,-9.11,-0.85,-3.73,-0.11,-0.01,-0.01,scissors
142,127,171,161,136,-9.09,-0.79,-3.74,-0.08,0.00,0.01,scissors
142,128,171,162,137,-8.96,-0.79,-3.66,-0.10,-0.01,0.02,scissors
143,127,172,162,136,-8.95,-0.83,-3.58,-0.11,-0.03,0.00,scissors
142,127,171,162,136,-9.00,-0.82,-3.66,-0.10,-0.02,0.01,scissors
143,128,172,162,137,-8.90,-0.81,-3.64,-0.10,-0.03,0.03,scissors
142,127,171,162,136,-9.01,-0.82,-3.57,-0.12,-0.02,0.02,scissors
142,127,172,162,136,-8.89,-0.73,-3.62,-0.10,-0.02,0.02,scissors
143,128,171,162,137,-8.95,-0.73,-3.62,-0.10,-0.01,0.01,scissors
142,127,171,162,136,-9.06,-0.82,-3.75,-0.12,-0.03,0.00,scissors
143,127,172,162,136,-9.06,-0.83,-3.82,-0.11,-0.02,0.00,scissors
142,127,171,162,137,-8.97,-0.88,-3.81,-0.09,-0.01,0.01,scissors
142,127,171,162,136,-9.03,-0.81,-3.65,-0.11,-0.01,0.01,scissors
143,128,172,162,137,-9.13,-0.80,-3.72,-0.09,-0.01,0.01,scissors
142,127,171,162,136,-9.04,-0.83,-3.57,-0.09,-0.01,0.02,scissors
142,127,171,162,137,-8.97,-0.80,-3.69,-0.11,-0.03,0.01,scissors
143,128,172,162,137,-9.05,-0.79,-3.67,-0.09,-0.00,0.02,scissors
142,127,171,162,136,-8.98,-0.76,-3.63,-0.10,-0.02,0.03,scissors
142,128,172,163,137,-8.88,-0.73,-3.60,-0.10,-0.02,0.03,scissors
142,128,172,162,137,-8.92,-0.71,-3.62,-0.11,-0.03,0.01,scissors
142,127,171,162,136,-8.99,-0.74,-3.73,-0.11,-0.03,0.02,scissors
143,128,172,162,137,-8.91,-0.77,-3.72,-0.11,-0.02,0.01,scissors
142,127,171,162,136,-9.04,-0.78,-3.72,-0.12,-0.02,-0.01,scissors
143,127,172,162,137,-9.10,-0.85,-3.88,-0.11,-0.02,0.02,scissors
143,128,172,162,137,-9.04,-0.81,-3.74,-0.10,-0.00,0.01,scissors
142,127,171,162,136,-9.04,-0.80,-3.60,-0.08,-0.00,0.02,scissors
142,128,172,162,137,-9.07,-0.81,-3.70,-0.09,-0.00,0.02,scissors
142,127,171,162,137,-9.03,-0.87,-3.72,-0.11,-0.02,0.00,scissors
142,127,172,161,136,-9.04,-0.77,-3.70,-0.10,-0.01,0.01,scissors
142,127,172,162,137,-9.05,-0.84,-3.76,-0.09,-0.02,0.01,scissors
142,127,171,162,136,-9.00,-0.77,-3.69,-0.11,-0.02,0.01,scissors
142,127,172,162,137,-8.97,-0.76,-3.74,-0.10,-0.03,0.02,scissors
142,128,172,162,137,-8.98,-0.79,-3.62,-0.09,0.00,0.01,scissors
142,127,171,161,136,-9.01,-0.77,-3.70,-0.09,-0.02,0.02,scissors
143,127,172,162,137,-8.97,-0.83,-3.66,-0.09,-0.01,0.01,scissors
142,127,171,162,137,-8.99,-0.86,-3.70,-0.09,-0.02,0.01,scissors
142,127,171,162,137,-8.91,-0.88,-3.68,-0.08,-0.01,0.01,scissors
143,128,172,162,137,-9.11,-0.84,-3.69,-0.12,-0.04,0.03,scissors
141,127,171,162,136,-8.83,-0.82,-3.52,-0.09,-0.03,0.04,scissors
142,127,172,163,137,-9.03,-0.83,-3.54,-0.10,-0.02,0.01,scissors
143,128,172,162,137,-8.96,-0.70,-3.80,-0.09,-0.02,0.01,scissors
142,127,171,161,136,-8.98,-0.72,-3.80,-0.10,-0.01,0.04,scissors
143,127,172,162,137,-8.99,-0.79,-3.84,-0.08,0.02,0.04,scissors
142,127,171,162,137,-9.25,-0.79,-3.90,-0.10,-0.03,-0.00,scissors
142,127,171,162,137,-9.02,-0.76,-3.91,-0.12,-0.02,0.05,scissors
143,127,172,162,137,-8.88,-0.82,-3.83,-0.10,-0.02,0.03,scissors
142,127,172,162,137,-9.17,-0.83,-3.81,-0.12,-0.03,-0.02,scissors
142,128,172,162,137,-9.09,-0.73,-3.94,-0.10,-0.00,0.01,scissors
143,127,172,162,137,-9.20,-0.85,-3.99,-0.11,-0.02,-0.01,scissors
142,127,171,162,136,-9.10,-0.67,-3.73,-0.12,-0.05,0.01,scissors
143,127,173,162,137,-8.92,-0.79,-3.69,-0.12,-0.01,0.04,scissors
141,127,172,162,137,-9.11,-0.79,-3.79,-0.11,-0.01,0.01,scissors
142,127,172,162,137,-9.08,-0.80,-3.83,-0.10,0.01,0.02,scissors
143,128,172,162,137,-8.94,-0.73,-3.78,-0.09,-0.02,0.00,scissors
142,127,171,162,137,-9.12,-0.61,-3.73,-0.09,-0.01,0.01,scissors
143,128,172,162,137,-9.10,-0.69,-3.83,-0.12,-0.01,0.00,scissors
143,128,172,162,137,-8.94,-0.70,-3.73,-0.12,-0.03,0.02,scissors
142,127,171,162,136,-9.10,-0.73,-3.72,-0.12,-0.02,0.02,scissors
143,128,172,162,137,-8.99,-0.79,-3.88,-0.11,-0.01,0.02,scissors
143,127,171,162,137,-9.05,-0.76,-3.81,-0.09,0.02,0.03,scissors
142,127,172,162,137,-9.06,-0.72,-3.75,-0.11,-0.01,0.02,scissors
143,128,172,162,137,-9.12,-0.76,-3.85,-0.11,-0.03,0.01,scissors
142,127,172,162,137,-8.95,-0.76,-3.90,-0.10,-0.01,0.03,scissors
142,127,172,162,137,-8.92,-0.67,-3.78,-0.11,-0.03,0.01,scissors
142,127,172,162,137,-9.05,-0.77,-3.76,-0.11,-0.02,0.02,scissors
142,127,172,162,137,-8.90,-0.64,-3.70,-0.09,-0.01,0.02,scissors
143,128,172,162,138,-9.01,-0.71,-3.76,-0.10,-0.01,0.01,scissors
142,127,172,162,137,-9.06,-0.76,-3.74,-0.09,-0.00,0.03,scissors
142,127,172,162,137,-9.14,-0.77,-3.73,-0.10,0.00,0.03,scissors
143,128,172,162,137,-9.05,-0.70,-3.94,-0.11,-0.00,0.01,scissors
142,127,171,162,137,-8.97,-0.72,-3.75,-0.09,-0.01,0.02,scissors
143,127,172,162,137,-8.95,-0.74,-3.76,-0.10,-0.02,0.01,scissors
143,128,172,163,137,-9.01,-0.71,-3.75,-0.11,-0.02,0.01,scissors
142,127,171,162,137,-9.05,-0.73,-3.81,-0.08,-0.01,0.02,scissors
142,127,172,162,139,-9.05,-0.70,-3.79,-0.11,-0.01,0.02,scissors
143,127,172,162,137,-9.00,-0.70,-3.65,-0.11,-0.03,0.02,scissors
143,127,172,162,137,-9.04,-0.69,-3.79,-0.11,-0.02,0.01,scissors
143,128,172,162,137,-8.99,-0.73,-3.81,-0.12,-0.03,0.02,scissors
142,127,172,162,137,-9.00,-0.68,-3.70,-0.11,-0.03,0.02,scissors
143,128,172,162,138,-8.96,-0.76,-3.80,-0.11,-0.02,0.02,scissors
142,127,172,162,138,-8.95,-0.75,-3.83,-0.08,0.00,0.01,scissors
142,127,171,162,137,-9.01,-0.70,-3.82,-0.10,-0.01,0.01,scissors
142,128,172,163,137,-9.01,-0.72,-3.71,-0.12,-0.01,0.02,scissors
143,127,172,162,137,-9.03,-0.70,-3.71,-0.10,-0.01,0.02,scissors
142,127,172,162,137,-9.07,-0.69,-3.78,-0.09,0.00,0.02,scissors
143,128,172,162,138,-8.96,-0.76,-3.73,-0.08,-0.01,0.01,scissors
142,127,172,162,136,-9.02,-0.69,-3.78,-0.10,-0.01,0.00,scissors
144,127,173,163,137,-8.90,-0.75,-3.79,-0.11,-0.01,0.01,scissors
143,127,173,162,137,-9.05,-0.81,-3.80,-0.10,-0.02,0.01,scissors
142,127,172,162,137,-9.00,-0.77,-3.77,-0.11,-0.02,0.02,scissors
141,128,173,162,137,-9.09,-0.78,-3.85,-0.11,-0.02,0.02,scissors
143,127,171,162,137,-9.07,-0.74,-3.80,-0.09,0.01,0.02,scissors
143,128,172,162,137,-9.03,-0.70,-3.74,-0.10,0.00,0.03,scissors
143,128,172,163,137,-8.96,-0.79,-3.80,-0.11,-0.03,0.02,scissors
142,127,172,162,137,-8.97,-0.68,-3.74,-0.10,-0.01,0.01,scissors
142,128,172,163,137,-9.05,-0.68,-3.81,-0.10,-0.01,0.02,scissors
144,128,172,162,137,-9.01,-0.70,-3.79,-0.11,-0.01,0.03,scissors
142,127,172,162,137,-8.99,-0.74,-3.85,-0.11,-0.01,0.01,scissors
143,128,172,163,138,-8.92,-0.68,-3.75,-0.09,-0.01,0.03,scissors
143,127,171,162,137,-8.88,-0.65,-3.69,-0.10,-0.02,0.03,scissors
143,127,172,162,138,-8.84,-0.63,-3.73,-0.10,-0.03,0.02,scissors
143,127,172,163,138,-8.92,-0.61,-3.69,-0.12,-0.02,0.01,scissors
143,127,171,162,136,-8.86,-0.70,-3.82,-0.11,-0.04,0.02,scissors
144,128,172,163,138,-8.91,-0.76,-3.90,-0.10,-0.01,0.01,scissors
143,128,172,162,137,-9.03,-0.70,-3.67,-0.10,0.00,0.01,scissors
142,127,172,162,137,-9.01,-0.71,-3.72,-0.11,-0.03,0.02,scissors
143,128,172,162,137,-8.93,-0.70,-3.84,-0.10,-0.02,0.02,scissors
143,127,172,161,137,-9.05,-0.67,-3.60,-0.08,0.01,0.02,scissors
143,127,172,162,137,-8.96,-0.73,-3.68,-0.11,-0.03,0.02,scissors
143,128,172,162,137,-8.85,-0.78,-3.66,-0.11,-0.03,0.00,scissors
142,127,172,162,137,-9.02,-0.76,-3.79,-0.11,-0.02,0.01,scissors
143,127,172,162,137,-9.08,-0.69,-3.77,-0.13,-0.02,0.02,scissors
143,128,172,162,138,-8.92,-0.78,-3.83,-0.12,-0.01,0.00,scissors
142,127,172,162,137,-9.03,-0.75,-3.87,-0.10,0.00,0.02,scissors
143,128,172,162,138,-9.08,-0.79,-3.70,-0.08,0.00,0.02,scissors
143,127,172,162,138,-9.00,-0.71,-3.85,-0.09,-0.01,-0.01,scissors
143,127,172,162,137,-9.07,-0.71,-3.77,-0.09,-0.01,0.03,scissors
143,128,172,163,137,-8.97,-0.68,-3.77,-0.10,-0.02,0.03,scissors
142,127,172,162,137,-8.95,-0.72,-3.74,-0.10,-0.02,0.03,scissors
143,127,172,163,138,-8.97,-0.73,-3.76,-0.09,-0.00,0.01,scissors
143,128,172,162,137,-8.93,-0.72,-3.84,-0.09,-0.00,0.01,scissors
142,127,172,162,137,-9.01,-0.65,-3.60,-0.09,-0.01,0.02,scissors
143,128,172,163,138,-9.05,-0.74,-3.83,-0.11,-0.02,0.01,scissors
142,127,172,162,137,-8.99,-0.79,-3.74,-0.11,-0.02,0.01,scissors
143,127,172,162,138,-8.97,-0.77,-3.80,-0.11,-0.01,0.01,scissors
143,127,172,163,138,-8.99,-0.72,-3.83,-0.11,-0.01,0.02,scissors
143,127,171,162,137,-8.93,-0.70,-3.73,-0.10,-0.02,0.03,scissors
143,128,172,163,138,-8.99,-0.72,-3.76,-0.11,-0.03,0.02,scissors
143,127,172,162,137,-8.94,-0.69,-3.86,-0.10,-0.02,0.03,scissors
143,127,172,162,137,-8.94,-0.75,-3.86,-0.09,0.00,0.02,scissors
143,128,172,163,138,-9.02,-0.78,-3.79,-0.11,-0.00,0.01,scissors
143,127,171,162,137,-8.91,-0.71,-3.74,-0.09,-0.01,0.00,scissors
143,128,172,163,138,-8.94,-0.69,-3.76,-0.10,-0.02,0.01,scissors
143,127,172,163,138,-8.94,-0.68,-3.65,-0.10,-0.03,0.02,scissors
142,127,171,162,137,-8.99,-0.72,-3.75,-0.12,-0.02,0.02,scissors
143,128,173,163,138,-9.02,-0.70,-3.86,-0.10,-0.00,0.01,scissors
143,127,172,162,137,-9.02,-0.72,-3.74,-0.11,-0.02,0.01,scissors
143,127,172,162,137,-9.04,-0.72,-3.81,-0.10,-0.03,0.02,scissors
143,128,172,163,138,-8.93,-0.68,-3.71,-0.09,-0.02,0.01,scissors
142,127,172,162,137,-8.96,-0.64,-3.73,-0.09,-0.01,0.01,scissors
143,127,172,162,138,-9.10,-0.68,-3.82,-0.11,-0.02,0.02,scissors
144,128,172,163,138,-9.01,-0.77,-3.83,-0.12,-0.03,0.01,scissors
142,127,172,162,138,-8.96,-0.73,-3.86,-0.11,-0.02,0.01,scissors
143,128,172,162,138,-8.99,-0.70,-3.80,-0.12,-0.01,0.00,scissors
143,127,172,162,137,-9.01,-0.69,-3.85,-0.10,-0.01,0.01,scissors
143,127,172,162,138,-8.96,-0.72,-3.76,-0.10,-0.02,0.01,scissors
143,128,172,163,138,-9.08,-0.69,-3.82,-0.11,-0.02,0.02,scissors
142,127,172,162,137,-8.89,-0.68,-3.76,-0.11,-0.01,0.02,scissors
143,128,172,163,138,-8.91,-0.68,-3.82,-0.11,-0.02,0.02,scissors
143,127,172,163,138,-8.90,-0.75,-3.82,-0.10,-0.01,0.02,scissors
143,127,172,162,137,-9.00,-0.71,-3.76,-0.10,-0.01,0.02,scissors
143,127,172,163,138,-9.05,-0.74,-3.81,-0.10,-0.01,0.01,scissors
142,127,172,163,138,-8.99,-0.73,-3.73,-0.11,-0.01,0.01,scissors
142,127,172,163,138,-9.00,-0.85,-3.84,-0.11,-0.03,0.01,scissors
143,128,172,163,138,-9.05,-0.78,-3.84,-0.09,-0.01,0.02,scissors
143,127,172,162,137,-8.91,-0.73,-3.75,-0.10,-0.00,0.03,scissors
143,128,173,163,138,-9.00,-0.75,-3.77,-0.11,-0.02,0.01,scissors
144,128,172,163,138,-9.06,-0.75,-3.91,-0.11,-0.00,0.01,scissors
142,127,171,162,137,-9.00,-0.78,-3.78,-0.11,-0.01,0.02,scissors
143,127,172,163,138,-9.03,-0.79,-3.95,-0.12,-0.04,0.01,scissors
143,128,172,162,138,-8.84,-0.79,-3.77,-0.09,-0.01,0.03,scissors
143,127,172,162,138,-9.00,-0.72,-3.79,-0.10,-0.03,0.01,scissors
143,128,172,163,139,-8.98,-0.68,-3.81,-0.10,-0.01,0.03,scissors
143,127,172,162,137,-9.04,-0.68,-3.72,-0.11,0.00,0.02,scissors
143,127,172,163,138,-9.05,-0.71,-3.80,-0.12,0.01,0.03,scissors
144,128,172,163,138,-9.03,-0.74,-3.88,-0.11,-0.02,0.02,scissors
142,127,172,162,138,-8.94,-0.71,-3.81,-0.10,-0.01,0.02,scissors
144,128,173,163,138,-8.88,-0.76,-3.79,-0.10,-0.02,0.01,scissors
143,127,172,162,138,-9.01,-0.69,-3.81,-0.09,-0.02,0.02,scissors
143,127,171,162,138,-9.01,-0.72,-3.77,-0.11,-0.02,0.03,scissors
144,128,172,162,138,-9.03,-0.70,-3.82,-0.09,0.01,0.02,scissors
142,127,172,162,137,-8.99,-0.72,-3.79,-0.10,-0.01,0.01,scissors
143,127,172,163,138,-9.01,-0.68,-3.75,-0.10,-0.02,0.01,scissors
144,128,172,162,138,-9.02,-0.76,-3.82,-0.12,-0.03,0.00,scissors
142,127,172,162,138,-8.97,-0.72,-3.83,-0.11,-0.02,0.02,scissors
143,128,172,162,138,-8.99,-0.73,-3.85,-0.12,-0.01,0.01,scissors
143,127,172,162,138,-9.01,-0.77,-3.81,-0.12,-0.03,0.03,scissors
143,128,172,163,138,-8.93,-0.71,-3.85,-0.09,-0.02,0.03,scissors
143,128,172,163,138,-8.94,-0.72,-3.84,-0.10,-0.01,0.01,scissors
143,127,172,162,137,-9.02,-0.68,-3.78,-0.11,-0.01,0.02,scissors
144,128,172,163,138,-8.99,-0.75,-3.76,-0.10,-0.01,0.03,scissors
144,128,172,163,138,-9.12,-0.66,-3.71,-0.09,-0.00,0.02,scissors
143,127,172,162,138,-8.94,-0.71,-3.82,-0.09,-0.02,0.01,scissors
143,127,173,163,138,-8.89,-0.70,-3.78,-0.11,-0.03,0.03,scissors
143,127,172,162,138,-8.83,-0.66,-3.70,-0.11,-0.01,0.02,scissors
143,127,172,162,138,-8.93,-0.68,-3.53,-0.08,-0.06,-0.01,scissors
143,128,172,163,138,-9.11,-0.78,-3.88,-0.09,-0.01,0.00,scissors
142,127,171,162,138,-8.98,-0.79,-3.70,-0.10,-0.01,0.02,scissors
143,127,172,163,138,-9.04,-0.74,-3.67,-0.09,-0.03,0.02,scissors
145,128,172,163,138,-8.95,-0.74,-3.66,-0.08,-0.02,0.03,scissors
143,127,172,162,138,-8.98,-0.77,-3.73,-0.07,-0.00,0.01,scissors
142,128,172,163,139,-9.14,-0.65,-3.59,-0.10,-0.02,0.01,scissors
143,127,172,162,138,-9.03,-0.81,-3.79,-0.08,-0.00,0.04,scissors
143,127,172,162,138,-8.92,-0.74,-3.62,-0.08,-0.01,0.04,scissors
143,128,172,163,138,-8.91,-0.76,-3.73,-0.09,-0.03,0.03,scissors
143,127,172,162,137,-8.94,-0.85,-3.79,-0.11,-0.01,-0.01,scissors
143,127,172,163,139,-9.08,-0.80,-3.62,-0.08,0.00,0.00,scissors
144,127,172,163,138,-9.06,-0.79,-3.75,-0.10,-0.01,0.01,scissors
143,127,172,162,138,-8.99,-0.77,-3.67,-0.07,-0.01,0.02,scissors
144,128,173,163,139,-9.01,-0.77,-3.62,-0.10,-0.02,0.02,scissors
142,127,172,162,139,-8.96,-0.82,-3.72,-0.09,-0.01,0.02,scissors
143,127,172,163,138,-9.03,-0.76,-3.73,-0.09,0.02,0.02,scissors
143,128,172,162,139,-9.07,-0.75,-3.74,-0.11,0.00,0.02,scissors
143,127,172,163,138,-8.97,-0.90,-3.80,-0.12,-0.02,0.02,scissors
143,127,172,163,138,-8.85,-0.79,-3.73,-0.11,-0.02,0.02,scissors
143,127,172,162,138,-9.01,-0.86,-3.73,-0.11,-0.01,0.02,scissors
143,127,172,162,138,-8.90,-0.85,-3.76,-0.09,-0.01,0.02,scissors
144,128,172,163,139,-9.05,-0.80,-3.73,-0.10,-0.01,0.01,scissors
143,127,172,162,138,-8.95,-0.82,-3.81,-0.11,-0.03,0.01,scissors
143,127,172,163,139,-8.92,-0.91,-3.81,-0.11,-0.03,0.01,scissors
144,127,172,163,139,-8.97,-0.88,-3.76,-0.11,-0.01,0.00,scissors
143,127,172,162,138,-8.98,-0.86,-3.85,-0.11,-0.02,0.01,scissors
144,128,173,163,138,-8.95,-0.89,-3.82,-0.08,-0.01,0.02,scissors
143,127,172,163,138,-8.96,-0.72,-3.67,-0.09,-0.00,0.03,scissors
143,127,172,162,139,-9.01,-0.79,-3.77,-0.11,-0.02,0.01,scissors
143,128,172,163,139,-9.01,-0.82,-3.79,-0.08,-0.00,0.02,scissors
142,126,172,162,138,-8.94,-0.87,-3.78,-0.10,-0.01,0.02,scissors
143,127,172,163,139,-8.87,-0.86,-3.81,-0.10,-0.03,0.01,scissors
144,128,172,163,139,-9.02,-0.85,-3.76,-0.09,-0.01,0.01,scissors
143,127,172,162,138,-8.99,-0.75,-3.66,-0.12,-0.03,0.02,scissors
143,128,172,163,139,-9.06,-0.77,-3.86,-0.09,-0.01,0.02,scissors
143,127,172,162,138,-9.00,-0.82,-3.87,-0.11,-0.02,0.01,scissors
143,127,172,163,138,-8.98,-0.80,-3.76,-0.12,-0.02,0.02,scissors
144,127,172,163,139,-8.94,-0.85,-3.90,-0.13,-0.03,0.01,scissors
143,127,172,162,139,-9.02,-0.79,-3.77,-0.12,-0.00,0.02,scissors
143,127,172,163,139,-9.00,-0.81,-3.83,-0.10,-0.01,0.01,scissors
144,128,172,163,139,-8.95,-0.88,-3.91,-0.07,-0.00,0.00,scissors
143,127,172,162,138,-9.11,-0.76,-3.71,-0.08,-0.01,-0.00,scissors
144,127,173,163,139,-9.09,-0.80,-3.76,-0.11,-0.03,0.03,scissors
143,127,172,162,139,-8.96,-0.89,-3.91,-0.11,-0.02,0.02,scissors
143,127,173,162,139,-9.04,-0.87,-3.85,-0.11,-0.00,0.01,scissors
144,128,173,163,139,-9.00,-0.83,-3.72,-0.09,0.00,0.02,scissors
143,127,172,163,138,-9.02,-0.90,-3.80,-0.06,-0.01,0.01,scissors
143,127,173,162,139,-9.08,-0.81,-3.71,-0.09,-0.01,0.02,scissors
144,128,172,163,139,-8.96,-0.76,-3.68,-0.10,-0.02,0.03,scissors
143,127,172,162,138,-8.88,-0.76,-3.74,-0.12,-0.05,0.02,scissors
143,127,173,162,139,-8.99,-0.81,-3.82,-0.13,-0.02,0.01,scissors
143,127,172,163,138,-8.99,-0.79,-3.78,-0.11,-0.02,0.02,scissors
143,127,172,163,139,-9.02,-0.87,-3.78,-0.09,-0.01,0.02,scissors
144,128,173,163,139,-9.06,-0.85,-3.80,-0.07,-0.00,0.02,scissors
143,127,172,163,139,-9.04,-0.84,-3.70,-0.08,-0.01,0.02,scissors
143,128,172,163,139,-8.98,-0.75,-3.73,-0.10,-0.02,0.02,scissors
144,127,172,163,139,-8.97,-0.83,-3.76,-0.10,-0.02,0.01,scissors
143,127,172,163,138,-9.00,-0.85,-3.86,-0.12,-0.00,0.01,scissors
144,128,173,163,139,-9.02,-0.91,-3.83,-0.10,-0.02,0.02,scissors
144,127,172,163,139,-8.95,-0.90,-3.77,-0.10,-0.03,0.02,scissors
143,127,172,163,139,-8.98,-0.72,-3.76,-0.09,-0.02,0.03,scissors
144,128,173,163,139,-8.98,-0.74,-3.84,-0.11,-0.03,0.01,scissors
143,127,172,162,138,-8.94,-0.75,-3.87,-0.12,-0.02,0.01,scissors
144,127,173,163,139,-8.95,-0.79,-3.84,-0.12,-0.02,0.02,scissors
144,127,172,163,139,-8.97,-0.73,-3.87,-0.11,-0.01,0.02,scissors
143,127,172,162,138,-8.97,-0.80,-3.81,-0.11,-0.01,0.02,scissors
144,128,173,163,139,-9.02,-0.79,-3.81,-0.11,-0.02,0.01,scissors
142,128,172,162,139,-8.98,-0.82,-3.77,-0.10,-0.01,0.02,scissors
144,127,173,163,139,-9.01,-0.80,-3.71,-0.10,-0.02,0.01,scissors
144,128,173,163,139,-9.04,-0.72,-3.83,-0.09,-0.02,0.02,scissors
143,127,172,162,139,-9.04,-0.74,-3.82,-0.07,-0.00,0.03,scissors
144,128,172,163,139,-9.02,-0.79,-3.69,-0.10,-0.02,0.02,scissors
143,127,172,163,139,-8.97,-0.76,-3.73,-0.12,-0.03,0.01,scissors
143,127,172,163,139,-9.05,-0.78,-3.92,-0.10,0.01,0.01,scissors
144,128,173,163,140,-9.01,-0.74,-3.82,-0.10,-0.00,0.02,scissors
144,127,172,163,139,-9.01,-0.83,-3.81,-0.10,-0.01,0.02,scissors
143,127,172,163,139,-9.02,-0.77,-3.80,-0.10,0.00,0.02,scissors
144,128,173,163,139,-9.05,-0.79,-3.84,-0.10,-0.00,0.01,scissors
143,127,172,162,139,-8.98,-0.80,-3.85,-0.10,-0.01,0.01,scissors
144,127,173,163,140,-8.94,-0.79,-3.78,-0.09,-0.02,0.02,scissors
143,127,172,163,139,-8.97,-0.80,-3.81,-0.09,-0.01,0.02,scissors
143,127,172,163,139,-8.95,-0.73,-3.82,-0.10,-0.01,0.01,scissors
144,128,172,163,140,-9.05,-0.78,-3.79,-0.10,-0.02,0.01,scissors
143,128,172,163,139,-9.01,-0.79,-3.91,-0.10,-0.01,0.02,scissors
144,127,173,163,140,-8.99,-0.85,-3.90,-0.10,-0.01,0.01,scissors
144,128,173,163,139,-8.95,-0.80,-3.85,-0.11,-0.02,0.01,scissors
